transaction_id,customer_id,timestamp,merchant,category,channel,city,country,payment_method,status,amount_raw,currency,coupon_code,device,is_refund,notes
TX8959978718,1353,not_a_date,SNCF,Subscription,mobile,lyon,FR,card,completed,-21.5,EUR,,iOS,1,
TX2166824434,1251,2024-01-12 00:49:07,,Travel,online,Marseile,BE,card,chargeback,34.43,EUR,,Android,0,
TX6127528188,1508,12/04/2024 04:35:07,STARBUCKS,Groceries,in_store, Nice ,FR,card,completed,27.18,EUR,,Desktop,0,VIP customer
TX8201579817,1346,2024-02-15 14:37:42,Fnac,Groceries,online,nice,FR,google_pay,completed,15.38,EUR,vip20,Android,0,fraud? check
TX3135938973,1087,24/05/2024 03:20:38,Carrefour,Retail,online,marseille,FR,google_pay,completed,74.46,EUR,,Android,0,
TX6788716166,1281,2024-04-16 11:21:11,ZARA,Groceries,in_store,Nice,FR,apple_pay,completed,19.87,EUR,,iOS,0,
TX4848741717,1073,22/05/2024 15:44:36,TotalEnergies,Subscription,in_store,montpellier,FR,card,completed,"39,07  eur ",EUR,VIP20,Desktop,0,
TX6964582244,1352,2024-04-25 13:16:36,TotalEnergies,Food,online,Lyon,IT,apple_pay,completed,-5.75,EUR,,Android,1,
TX1288956493,1384,2024-03-20 18:52:15,Just Eat,Travel,online,Toulouse,FR,apple_pay,chargeback,52.77,EUR,,Desktop,0, late delivery 
TX3816576887,1441,2024-06-05 16:42:13, Deliveroo ,Subscription,online, Lyon ,FR,paypal,completed,59.22,EUR,VIP20,iOS,0,
TX3765948374,1084,27/03/2024 16:17:30,Leclerc,Utilities,mobile,Strasbourg,IT,card,completed,24.98,EUR,,Desktop,0,duplicate
TX4768058691,1254,21/06/2024 21:18:49,SNCF,Groceries,in_store,strasbourg,FR,card,completed,34.3,EUR, VIP20 ,Android,0,
TX2030841944,1194,2024-06-30 00:51:25,NETFLIX,Subscription,mobile,bordeaux,FR,google_pay,completed,34.3,EUR,,,0,duplicate
TX4929570546,1228,2024-04-17 04:50:41, Decathlon ,Groceries,online,strasbourg,FR,google_pay,completed,-16.68,EUR,,Android,1,
TX5873484238,1516,02/05/2024 18:38:29,apple store,Food,in_store,Lyon,FR,card,completed,34.07,EUR,,Desktop,0,
TX1239930009,1307,16/02/2024 12:44:02,APPLE STORE,Food,in_store,strasbourg,FR,paypal,completed,15.1,EUR,student5,Android,0,—
TX3708235745,1243,2024-05-28 06:20:25,AMAZON.FR,Transport,mobile, Nice ,FR,paypal,completed,"€-17,03",EUR,,iOS,1,VIP customer
TX2595620764,1497,2024-05-02 05:30:52,UBER,Entertainment,in_store, Bordeaux ,ES,bank_transfer,completed,-48.24,EUR,VIP20,Desktop,1,—
TX9749464004,1292,2024-06-13 06:21:19,Leclerc,Food,online,nice,FR,bank_transfer,completed,44.03,EUR,VIP20,iOS,0,
TX2171945931,1232,2024-02-18 14:17:31,AIRBNB,Retail,online,nantes,FR,card,completed,16.06,EUR,,Desktop,0,—
TX6646738973,1297,2024-05-23 08:11:31,Apple Store,Food,mobile,lille,FR,card,completed,15.8,EUR,welcome10,Android,0,
TX4616677258,1466,2024-03-26 14:09:52,zara,Groceries,in_store, Paris ,FR,bank_transfer,completed,16.65,EUR,,Desktop,0,
TX3585981426,1249,2024-02-03 16:51:47, Starbucks ,Entertainment,mobile,nantes,FR,card,completed,"€38,08",EUR,FREESHIP,Android,0,
TX8686680773,1339,2024-02-01 03:47:12,Boulanger,Food,in_store, Lyon ,FR,paypal,completed,,EUR,,Android,0,
TX6976784616,1098,2024-04-12 07:33:41,carrefour,Groceries,online, Nice ,FR,google_pay,completed,30.39,EUR,freeship,Desktop,0,
TX6582717759,1006,28/02/2024 03:21:20,IKEA,Food,online, Nantes ,FR,card,completed,"-38,40 €",EUR,W3LCOM310,Desktop,1,
TX1842918247,1037,2024-01-19 13:04:25,just eat,Retail,online, Paris ,FR,paypal,completed,23.27,EUR,,Desktop,0,
TX3330723704,1261,2024-03-18 17:46:29,DELIVEROO,Utilities,online,Lyon ,FR,google_pay,completed,44.97,EUR,,Android,0,
TX3488430157,1395,2024-04-28 19:57:49,SPOTIFY,Subscription,in_store, Toulouse ,FR,paypal,completed,20.44,EUR,STUD3NT5,Android,0,
TX4909417762,1115,2024-02-28 01:10:11, Spotify ,Food,online,Lyon ,FR,google_pay,pending,,EUR, SPRING15 ,Desktop,0,
TX9293213025,1518,2024-06-22 20:57:57,Decathlon,Retail,online,Bordeaux,FR,card,completed,13.65,EUR,WELCOME10,iOS,0,
TX4632874274,1082,2024-05-21 21:03:46,Uber,Retail,online, Lyon ,FR,bank_transfer,completed,45.16,EUR,,iOS,0,
TX3952189104,1382,2024-04-03 07:36:48, Uber ,Entertainment,mobile,,FR,apple_pay,completed,15.49,EUR,,Desktop,0,VIP customer
TX1638431734,1128,2024-06-19 02:34:01,Netflix,Food,in_store,lyon,FR,apple_pay,completed,30.26,EUR,,Android,0,
TX4464620950,1032,19/03/2024 19:13:25,Netflix,Transport,online,bordeaux,FR,paypal,completed,23.5,EUR,,Tablet,0, late delivery 
TX1471218108,1391,2024-01-26 10:04:19,Fnac,Transport,in_store,toulouse,FR,apple_pay,completed,,EUR,freeship,,1,
TX4286840137,1284,2024-01-07 12:33:40, TotalEnergies ,Entertainment,mobile,Lyon,FR,bank_transfer,completed,"17,02EUR",EUR,,Desktop,0,fraud? check
TX9710059537,1345,2024-06-19 17:17:12, TotalEnergies ,Transport,in_store,lyon,FR,bank_transfer,completed,"€56,25",EUR, WELCOME10 ,Android,0,
TX6004546779,1517,2024-06-23 16:17:41,LECLERC,Travel,online,Paris,BE,card,completed,27.69,EUR,,Desktop,0, late delivery 
TX2879834685,1295,2024-05-14 13:02:41, TotalEnergies ,Transport,online, Strasbourg ,FR,apple_pay,completed,13.39,EUR,,Android,0,—
TX3692978383,1462,2024-01-19 17:54:56,TotalEnergies,Entertainment,in_store,strasbourg,FR,bank_transfer,completed,29.46,EUR,,iOS,0,fraud? check
TX6139899832,1272,2024-02-23 10:39:55,Spotify,Transport,online, Marseille ,FR,google_pay,pending,$22.47,USD,freeship,Desktop,0,
TX1173569004,1191,2024-01-08 11:26:00, Apple Store ,Retail,online,strasbourg,FR,card,completed,"194,89  eur ",EUR,,Desktop,0,—
TX9096140526,1214,2024-01-10 07:51:13,Spotify,Transport,online,lyon,FR,bank_transfer,completed,,EUR,VIP20,iOS,0,
TX6203242998,1189,2024-02-14 18:49:08, H&M ,Retail,online, Montpellier ,FR,paypal,completed,19.52,EUR,,Desktop,0,
TX5430555630,1487,14/04/2024 03:06:53,mcdonald's,Food,online,toulouse,FR,card,completed,57.51,USD,,Tablet,0,—
TX7446104581,1281,2024-01-12 22:14:12, Boulanger ,Food,online, Montpellier ,FR,card,completed,8.13,EUR,,iOS,0,
TX2802349969,1512,2024-06-28 04:44:14,Apple Store,Transport,online,montpellier,FR,paypal,completed,25.96,EUR,STUD3NT5,iOS,0,
TX1194790802,1138,not_a_date, Starbucks ,Retail,in_store,nantes,FR,google_pay,completed,81.18,EUR,,Desktop,0,
TX6536996345,1420,01/13/2024 12:00, TotalEnergies ,Entertainment,mobile,Strasbourg,FR,paypal,completed,-22.88,EUR, FREESHIP ,iOS,1,
TX2440021693,1063,03/04/2024 22:16:16,Starbucks,Food,online,nice,FR,paypal,completed,8.67,EUR,,iOS,0,duplicate
TX1110159628,1158,23/05/2024 19:23:53,AMAZON,Travel,in_store,Lille,FR,apple_pay,completed,19.35,EUR,student5,Android,0,
TX9360250533,1018,2024-02-26 21:18:19,Decathlon,Travel,online,toulouse,FR,card,completed,58.72,EUR,,Desktop,0,
TX8095769135,1502,09/01/2024 15:32:22,TotalEnergies,Travel,in_store,lyon,FR,paypal,pending,,EUR,,Desktop,0,
TX2027809812,1164,2024-01-10 06:35:43,Deliveroo,Entertainment,online,Lyon ,FR,apple_pay,completed,"€14,83",EUR,SPRING15,Desktop,0,
TX9067157797,1450,2024-06-04 01:28:26,Airbnb,Travel,mobile,toulouse,FR,google_pay,completed,16.26,EUR,,Desktop,0,—
TX1608165259,1234,2024-01-21 07:28:13,Uber,Entertainment,online, Toulouse ,FR,paypal,completed,17.53,EUR,,Desktop,0,duplicate
TX8226907947,1068,2024-04-25 16:08:27,DELIVEROO,Groceries,online,paris,FR,card,completed,30.47,EUR,FR33SHIP,Android,0,
TX4730244163,1189,2024-03-10 23:30:54,HandM,Retail,in_store,paris,FR,google_pay,completed,54.76,EUR,,iOS,0,VIP customer
TX5663629468,1187,2024-05-21 12:11:40,Boulanger,Retail,in_store,lyon,FR,paypal,completed,46.13,EUR,,Android,0,
TX7014957621,1279,12/01/2024 00:23:17,Spotify,Food,in_store, Toulouse ,FR,apple_pay,completed,32.25,EUR,,Android,0,fraud? check
TX1888854074,1180,2024-06-12 09:33:21, TotalEnergies ,Travel,online,Montpellier,FR,bank_transfer,completed,11.03,EUR, WELCOME10 ,iOS,0,
TX9169808207,1371,2024-05-07 01:41:33,Amazon,Utilities,in_store,lille,FR,card,completed,,EUR,,Android,1,
TX2292767872,1401,2024-03-22 18:26:41, Netflix ,Food,mobile,bordeaux,FR,bank_transfer,completed,"33,78 €",EUR,spring15,iOS,0,
TX9474257966,1085,2024-02-07 16:15:56,UBER,,in_store,strasbourg,DE,bank_transfer,completed,-10.94,EUR,,iOS,1,
TX1823345597,1288,2024-06-26 20:09:19,Spotify,Groceries,online,Toulouse,FR,bank_transfer,chargeback,"21,43 €",EUR,,Android,0,
TX2548075324,1318,2024-02-24 23:26:54,CARREFOUR MARKET,Groceries,mobile,París,IT,paypal,completed,-29.44,EUR,,iOS,1,
TX1518001315,1146,2024/99/99,Uber,Groceries,in_store,Strasbourg,FR,apple_pay,pending,12.4,EUR,,iOS,0,
TX4580064421,1424,2024-03-12 17:32:28,McDonald's,Transport,in_store, Marseille ,IT,card,completed,13.27,EUR,VIP20,Desktop,0,
TX6317795162,1126,11/02/2024 23:02:37,Zara,Utilities,online,paris,IT,apple_pay,completed,23.19,EUR,,Desktop,0,
TX6625672139,1479,01/13/2024 12:00,SNCF,Food,online,Marseile,FR,apple_pay,completed,-33.19,EUR,student5,Desktop,1,
TX8456670603,1251,28/01/2024 13:41:04,Uber,Food,in_store,Niza,FR,google_pay,completed,46.38,EUR,,iOS,0,
TX5755418503,1201,01/01/2024 07:15:14,just eat,Groceries,in_store,lille,FR,bank_transfer,completed,35.31 USD,USD,SPRING15,Android,0,
TX5591004614,1366,2024-02-22 18:41:20,Deliveroo,Food,online,Marseile,FR,card,completed,"25,64 €",EUR,,Desktop,0,—
TX3935313274,1340,2024-01-21 09:31:24,SNCF,Food,in_store, Montpellier ,FR,apple_pay,completed,15.68,EUR,,iOS,0,
TX6859949606,1279,16/03/2024 11:45:14, Boulanger ,Transport,online,Lyon ,DE,card,failed,"12,90 €",EUR,,iOS,0,
TX9176760293,1377,06/06/2024 00:33:19,Boulanger,Transport,mobile,,FR,bank_transfer,completed,$18.06,USD,student5,Android,0,
TX4197702674,1143,2024-01-30 14:06:08,TotalEnergies,Food,online, Paris ,FR,google_pay,completed,31.37,EUR,,Android,0,—
TX4207192382,1444,01/01/2024 05:23:09,Boulanger,Groceries,mobile,strasbourg,BE,card,completed,,EUR,,iOS,0,
TX4089921050,1340,2024-01-21 05:15:32,Leclerc,Retail,in_store, Nice ,FR,bank_transfer,completed,6.96,EUR, WELCOME10 ,iOS,0,
TX3046719383,1117,02/04/2024 11:40:29,Zara,Subscription,in_store,nice,FR,paypal,completed,15.31,EUR,,Android,0,—
TX6100395187,1549,2024-02-20 00:29:35,AMAZON,Groceries,online,nice,FR,bank_transfer,completed,50.54,EUR,,Android,0,
TX1950176047,1475,2024-03-30 02:08:40,Uber,Groceries,online, Lyon ,FR,google_pay,completed,25.73,EUR,,Android,0,
TX8513174088,1097,06/01/2024 07:45:16,CARREFOUR,Retail,mobile,Marseile,FR,google_pay,completed,10.48,EUR,,,0,VIP customer
TX2239774945,1431,2024-03-01 14:57:18,AMAZON.FR,Groceries,mobile,Lyon,FR,google_pay,completed,100.84,EUR,,iOS,0,
TX2565368997,1290,2024-03-15 15:28:03, Spotify ,Food,in_store,Lyon ,FR,paypal,chargeback,24.11,EUR,,Desktop,0,
TX1617168148,1423,19/03/2024 12:02:10,TOTALENERGIES,Groceries,online, Toulouse ,FR,card,completed,30.9,EUR,,Android,0,
TX4432124542,1206,2024-04-10 07:27:33,Starbucks,Groceries,in_store,Marseille,FR,google_pay,completed,31.18,EUR,,Desktop,0, late delivery 
TX7818807716,1134,2024-05-22 01:34:41, Spotify ,Retail,in_store,bordeaux,IT,google_pay,completed,-19.68,EUR,WELCOME10,Desktop,1,—
TX9190847197,1120,2024-03-26 00:51:36,Leclerc,Travel,in_store,París,FR,google_pay,completed,"15,85 €",EUR,W3LCOM310,Android,0,fraud? check
TX4908527029,1036,02/06/2024 02:22:39,H&M,Entertainment,in_store, Nice ,FR,google_pay,completed,87.62,EUR,,Android,0,fraud? check
TX3116228794,1481,2024-04-06 09:53:02,AMAZON.FR,Groceries,in_store,lille,FR,google_pay,completed,44.79,EUR,,Desktop,0,
TX7530891790,1171,2024-02-17 09:12:08, Uber ,Entertainment,in_store,Marseille,FR,card,completed,-40.17,EUR,vip20,Desktop,1,
TX7193294617,1526,11/02/2024 16:21:06, Fnac ,Groceries,mobile,nantes,FR,card,completed,34.67,EUR,,iOS,0,—
TX7134802738,1124,28/02/2024 16:38:17,Carrefour,Groceries,mobile,Strasbourg,FR,card,completed,13.44,EUR,,Android,0,—
TX4990810223,1192,2024-04-18 17:43:20,mcdonald's,Entertainment,online, Lille ,FR,paypal,completed,52.8,EUR,WELCOME10,Desktop,0,VIP customer
TX6087684353,1483,14/02/2024 03:09:54,LECLERC,Travel,in_store,strasbourg,FR,apple_pay,completed,"€14,79",EUR, WELCOME10 ,Android,0,—
TX1557702035,1191,15/06/2024 09:06:35,Carrefour,Utilities,in_store,Strasbourg,FR,google_pay,completed,29.08,EUR,SPRING15,iOS,0,
TX3250114052,1417,2024-03-28 08:02:35,TOTALENERGIES,Food,in_store,nantes,FR,apple_pay,completed,9.17,USD,,,0,
TX9342506011,1050,2024-06-06 02:46:30,Uber,Travel,online, Toulouse ,FR,card,completed,"7,21  eur ",EUR,WELCOME10,,0,
TX1376017439,1524,2024-05-04 08:28:20,McDonald's,Retail,in_store,Toulouse,BE,apple_pay,completed,29.69,EUR,,Android,0, late delivery 
TX3714399897,1339,2024-03-01 16:05:00,UBER *TRIP,Subscription,online,montpellier,BE,apple_pay,completed,"€15,10",EUR,,Android,0,
TX3039798805,1412,11/02/2024 13:00:30,Leclerc,Travel,online,Paris,FR,bank_transfer,completed,7.44,EUR, STUDENT5 ,iOS,0,
TX2172150346,1014,2024-05-15 09:32:52,h&m,Food,online,Montpellier,FR,paypal,completed,33.93,EUR,,Android,0,
TX9319166082,1530,01/03/2024 04:39:13,Just Eat,Transport,in_store,toulouse,FR,card,completed,87.54,EUR,VIP20,,0,
TX2133064510,1272,2024-02-14 22:19:04,Airbnb,Food,online, Marseille ,FR,apple_pay,completed,56.47,EUR,vip20,iOS,0,
TX5404342012,1116,18/06/2024 07:55:11,Amazon,Travel,in_store,nice,IT,google_pay,completed,21.02,EUR,,iOS,0,
TX8555585380,1084,2024-03-28 20:07:38,STARBUCKS,Entertainment,mobile,París,FR,apple_pay,completed,24.66,EUR,,Tablet,0,
TX1034848095,1047,09/01/2024 20:09:02,FNAC,Entertainment,in_store,lyon,FR,bank_transfer,completed,"€41,79",EUR,,Android,0,
TX1976749106,1369,2024-03-31 01:08:41,AMAZON.FR,Entertainment,mobile, Paris ,FR,paypal,completed,48.1,EUR,,,0,
TX4077047814,1117,2024-03-24 20:38:29,Apple Store,Food,online,París,FR,paypal,completed,19.96,USD,FR33SHIP,Android,0,
TX2327635032,1510,2024-06-06 05:48:50,McDonald's,Subscription,online, Lyon ,FR,bank_transfer,completed,25.04,EUR,,iOS,0,
TX2643936394,1125,2024-05-09 12:05:07, Just Eat ,Entertainment,online,Montpellier,FR,google_pay,completed,29.38,EUR, SPRING15 ,,0,
TX6320402319,1048,04/02/2024 19:50:54,Zara,Groceries,mobile,Marseille,FR,bank_transfer,completed,34.2,EUR,,iOS,0,
TX2535680880,1469,28/01/2024 09:10:59,Carrefour,Groceries,in_store, Nice ,FR,apple_pay,completed,22.65,EUR,,Desktop,0,
TX6749625082,1427,19/04/2024 20:30:03,DELIVEROO,Travel,online,Bordeaux,FR,paypal,completed,"22,83EUR",EUR,,iOS,0,duplicate
TX9239666631,1285,2024-01-09 14:55:46,Fnac,Transport,mobile,Montpellier,FR,paypal,completed,56.14,EUR,,Desktop,0,
TX3064858263,1456,28/02/2024 01:27:41,Leclerc,Travel,in_store, Lille ,FR,paypal,failed,50.69,EUR, VIP20 ,iOS,0,
TX2910565043,1399,26/01/2024 03:40:51,Just Eat,Groceries,mobile,Paris,FR,apple_pay,completed,"€32,67",EUR,spring15,Desktop,0,fraud? check
TX1102542319,1096,2024-01-04 17:48:52,uber* eats,Groceries,online,marseille,FR,paypal,completed,68.82,EUR, FREESHIP ,,0,
TX1131997539,1228,2024-06-16 05:25:10,Leclerc,Transport,mobile, Paris ,FR,card,completed,19.46,EUR, VIP20 ,iOS,0,
TX4569639048,1507,2024-01-17 08:20:13, Zara ,Transport,in_store,París,FR,paypal,completed,64.96,EUR,,Android,0,
TX5401378719,1372,2024-01-02 16:26:48, Netflix ,Subscription,online, Lille ,FR,bank_transfer,completed,33.97,EUR,student5,Desktop,0,fraud? check
TX2645297097,1341,18/06/2024 18:52:17,Just Eat,Transport,online, Lyon ,FR,apple_pay,completed,,EUR,,,1,
TX3906891720,1097,2024/99/99,AMAZON.FR,Food,in_store,paris,FR,card,completed,12.0,EUR,student5,Android,0,—
TX2262789561,1294,2024-05-28 14:43:27, Decathlon ,Utilities,in_store,Bordeaux,FR,paypal,completed,16.22,EUR,FR33SHIP,,0,
TX7131224330,1091,2024-01-06 16:38:46,UBER,Food,online,lille,FR,paypal,completed,31.54,EUR,FR33SHIP,Tablet,0,
TX4536453273,1369,2024-01-28 22:43:58,Just Eat,Subscription,online, Marseille ,FR,card,completed,-31.14,EUR, VIP20 ,Desktop,1,
TX7609007000,1122,2024-01-21 03:13:46,Airbnb,Groceries,online, Paris ,FR,apple_pay,completed,79.05,EUR, VIP20 ,Android,0,
TX5952817534,1158,2024-05-08 12:57:20,Carrefour,Food,online,Niza,IT,paypal,completed,16.43,EUR,,Android,0,fraud? check
TX4395692269,1315,2024-04-22 20:48:42,IKEA,Retail,mobile, Lyon ,FR,apple_pay,failed,"42,22EUR",EUR,FREESHIP,Desktop,0,
TX6637300139,1013,27/03/2024 12:59:33,TotalEnergies,Travel,mobile,Nantes,FR,google_pay,pending,49.28,EUR, FREESHIP ,Desktop,0,
TX1064521925,1384,2024-02-13 23:28:43,TOTALENERGIES,Food,online, Marseille ,FR,apple_pay,completed,37.44,EUR,,iOS,0, late delivery 
TX7213280065,1243,17/01/2024 04:08:25,Starbucks,Food,mobile, Bordeaux ,FR,paypal,completed,13.78,EUR,,Android,0,
TX4339436195,1281,2024-04-13 14:19:05,IKEA,Entertainment,in_store,Marseile,FR,google_pay,completed,57.09,EUR,,Desktop,0, late delivery 
TX5622186892,1408,11/02/2024 23:45:35,H&M,Food,online,lyon,FR,card,pending,51.3,EUR,,Android,0,
TX5710688024,1423,2024-04-17 09:58:23,BOULANGER,Travel,in_store,Montpellier,FR,bank_transfer,completed,35.15,EUR,SPRING15,Android,0, late delivery 
TX6025711282,1505,05/05/2024 02:51:36,Netflix,Groceries,online,lyon,FR,google_pay,completed,27.73,EUR,,iOS,0,
TX7321478619,1098,2024-06-03 14:19:59,McDonald's,Groceries,online, Nantes ,FR,apple_pay,completed,28.1,USD,,iOS,0,fraud? check
TX1995815159,1236,2024-03-30 21:43:34, Leclerc ,Transport,in_store,Montpellier,FR,paypal,completed,23.4,EUR,SPRING15,iOS,0,
TX5400799840,1052,2024-01-01 20:42:37, Apple Store ,Travel,mobile,Lyon ,FR,google_pay,completed,36.03,EUR,,Android,0, late delivery 
TX1748377071,1145,2024-02-21 01:57:09,Leclerc,Entertainment,online, Bordeaux ,FR,card,completed,$25.00,USD,,Android,0,
TX3107379467,1303,2024-06-04 07:31:03,DELIVEROO,Transport,in_store,paris,FR,card,completed,14.74,EUR,STUD3NT5,Desktop,0,
TX2703380615,1072,2024-04-07 01:14:24,Deliveroo,Utilities,mobile,nantes,FR,google_pay,chargeback,13.08,EUR,FREESHIP,iOS,0, late delivery 
TX6388384081,1245,2024-04-22 16:18:43,H&M,Groceries,mobile, Montpellier ,FR,bank_transfer,completed,15.62,EUR,freeship,iOS,0,—
TX6454877379,1514,24/03/2024 07:46:19,Leclerc,Food,online, Marseille ,FR,bank_transfer,pending,-28.03,EUR,,Desktop,1,
TX8478094837,1039,2024-01-30 14:51:48,airbnb,Food,online, Marseille ,FR,paypal,completed,24.14,EUR,,iOS,0, late delivery 
TX5696534566,1127,2024-06-12 04:48:05,Amazon,Retail,online,Montpellier,FR,google_pay,completed,27.92,EUR,vip20,,0,
TX7702106641,1155,2024-05-20 16:11:25,AIRBNB,Transport,online,Strasbourg,FR,apple_pay,completed,33.13,EUR,,Android,0, late delivery 
TX9001701823,1501,2024-06-30 02:57:39,h&m,Entertainment,mobile,Montpellier,IT,paypal,completed,16.84,EUR,WELCOME10,,0,—
TX2201827706,1403,2024-06-04 16:47:12,SNCF,Entertainment,online,toulouse,FR,bank_transfer,completed,"€-59,11",EUR, VIP20 ,Desktop,1, late delivery 
TX7488724058,1101,2024-02-22 23:40:12,just eat,Groceries,mobile, Marseille ,BE,card,completed,,EUR,,,0,
TX3951424875,1385,2024-02-16 06:37:22,mcdonald's,Retail,online, Strasbourg ,FR,google_pay,completed,18.91,EUR,,Desktop,0,
TX3502573754,1009,2024-02-15 05:20:10,Netflix,Groceries,online,Niza,ES,bank_transfer,completed,32.77,EUR,VIP20,iOS,0,
TX9666843742,1438,2024-06-16 05:17:25,Deliveroo,Subscription,online,montpellier,FR,apple_pay,completed,8.15,EUR,,Desktop,0,
TX2858110868,1123,11/04/2024 08:41:35,SNCF,Retail,in_store,nice,FR,apple_pay,completed,15.27,USD,,iOS,0, late delivery 
TX9230977368,1391,23/03/2024 17:04:11, Uber ,Groceries,online,Strasbourg,FR,apple_pay,completed,44.2,EUR,,Android,0,VIP customer
TX8413448269,1271,2024-06-25 05:21:56,leclerc,Retail,mobile, Strasbourg ,FR,card,completed,8.65,EUR,,Android,0,fraud? check
TX8907692083,1403,2024-04-19 19:45:28,Spotify,Entertainment,online,Niza,FR,card,completed,47.97,EUR, FREESHIP ,Desktop,0,
TX6273851262,1191,2024-06-14 12:23:55,h&m,Groceries,mobile,toulouse,ES,paypal,completed,60.74,EUR,WELCOME10,Desktop,0,VIP customer
TX6262352248,1291,2024-06-28 04:56:55,Zara,Transport,online,marseille,FR,google_pay,failed,19.65,EUR,,Desktop,0,
TX4623238750,1499,2024-01-15 11:01:06,Just Eat,Transport,in_store,Niza,FR,google_pay,completed,29.23,EUR,spring15,iOS,0,
TX4608274503,1441,06/03/2024 19:11:22,Amazon - Marketplace,Retail,in_store,Paris,FR,apple_pay,completed,48.01,EUR,,,0,
TX8656004787,1299,2024-05-13 14:43:12,Zara,Transport,in_store,nantes,FR,google_pay,completed,18.54,EUR,FREESHIP,Desktop,0,
TX4489796448,1507,2024-05-27 23:52:47,CARREFOUR,Groceries,in_store,Montpellier,FR,apple_pay,completed,"-41,29  eur ",EUR,,Android,1,
TX5380271901,1064,2024-01-28 00:34:56,BOULANGER,Travel,online, Marseille ,FR,google_pay,completed,-16.4,EUR, FREESHIP ,iOS,1,—
TX9967535692,1385,2024-02-27 22:46:02,Netflix,Transport,online,Lyon ,FR,paypal,completed,"18,42EUR",EUR, STUDENT5 ,Android,0,
TX4188824717,1343,2024-04-09 18:25:08, SNCF ,Transport,online,Lyon,BE,card,completed,15.19,EUR,WELCOME10,iOS,0,
TX8403325150,1141,2024-05-25 10:57:51,HandM,Entertainment,in_store,marseille,FR,google_pay,completed,30.13,EUR,,Android,0,
TX3494779541,1213,2024-01-21 13:26:27,Deliveroo,Food,mobile,Paris,FR,apple_pay,completed,49.15,EUR,welcome10,iOS,0,
TX1225662667,1223,2024-04-19 08:00:20,UBER *TRIP,Retail,online, Strasbourg ,FR,paypal,failed,21.97,EUR,,Android,0,
TX6340850768,1373,23/02/2024 22:51:45, Amazon ,Groceries,online,Nice,FR,card,completed,11.44,EUR,,Desktop,0,VIP customer
TX5314113800,1343,2024-02-09 09:02:29,Zara,Entertainment,online, Strasbourg ,FR,apple_pay,chargeback,12.81,EUR,,Android,0,
TX8080053576,1432,2024-04-03 19:15:47,Uber,Food,in_store,paris,FR,apple_pay,completed,31.09,EUR,FR33SHIP,Tablet,0,
TX1037373130,1361,2024-03-16 08:27:57, McDonald's ,Groceries,online,Marseille,BE,card,pending,74.18,EUR,,iOS,0,
TX1635043491,1542,2024-04-25 16:47:12,fnac,Groceries,in_store,montpellier,FR,bank_transfer,completed,"31,07EUR",EUR,VIP20,Android,0,
TX8737110232,1456,27/02/2024 19:25:56,Decathlon,Food,in_store, Nice ,IT,google_pay,completed,19.45,EUR, SPRING15 ,Tablet,0,
TX5327478887,1317,2024-05-29 20:04:08,Zara,Retail,in_store,Bordeaux,FR,google_pay,completed,38.85,EUR,WELCOME10,Android,0,
TX5557360911,1010,2024-01-15 05:10:38,AMAZON.FR,Groceries,in_store,lille,FR,card,completed,21.25,EUR,,Android,0,duplicate
TX3025962517,1201,05/06/2024 20:41:19,FNAC,Food,online,toulouse,FR,google_pay,completed,19.55,EUR,,Tablet,0,duplicate
TX9333289956,1070,2024-01-06 10:19:05,ZARA,Groceries,mobile, Paris ,FR,apple_pay,completed,13.8,EUR,,Android,0,
TX9229785328,1238,2024-05-13 22:23:32,H&M,Entertainment,in_store,Montpellier,FR,google_pay,completed,-57.12,EUR,,Desktop,1,
TX5650244335,1546,2024-03-04 01:25:07, Leclerc ,Travel,mobile,nice,FR,bank_transfer,completed,5.35,EUR,,,0,
TX2960411918,1221,2024-03-10 18:24:22,Apple Store,Groceries,in_store,Marseile,FR,apple_pay,completed,39.6,EUR,,iOS,0,duplicate
TX9845122978,1449,2024-01-04 11:08:28, Deliveroo ,Retail,in_store,,FR,apple_pay,completed,18.57,EUR,,Desktop,0,
TX9032107694,1247,2024-05-07 18:46:21,Leclerc,Entertainment,mobile,Lille,FR,card,completed,19.18,EUR,,Android,0,
TX5692699079,1317,2024-01-31 02:51:01,deliveroo,Utilities,mobile,Nice,FR,google_pay,completed,67.72,EUR,,,0,
TX6637586867,1016,2024-04-29 23:11:47,IKEA,Food,online,nice,FR,bank_transfer,completed,15.98,EUR,,Android,0,
TX4957010239,1378,2024-05-11 23:36:01,Uber,Entertainment,in_store,Marseille,FR,bank_transfer,completed,16.31,EUR,SPRING15,Desktop,0,
TX2854519976,1136,2024-06-02 20:00:07,leclerc,Entertainment,online,Marseille,ES,card,completed,22.69,EUR,,Android,0,
TX7133057578,1253,2024-05-08 20:56:32,netflix,Retail,online,Lille,FR,bank_transfer,completed,,EUR,,Android,0,
TX7022207251,1543,2024-02-24 20:57:10,DECATHLON,Subscription,mobile, Nantes ,FR,apple_pay,completed,"18,82  eur ",EUR,,Desktop,0,
TX5925934841,1122,2024-05-14 10:07:08,Decathlon,Food,mobile, Lyon ,FR,card,completed,9.54,EUR,,,0,—
TX8330013718,1510,2024-05-30 07:45:02,Decathlon,Food,in_store,strasbourg,FR,apple_pay,completed,14.59,EUR,,iOS,0,
TX5066529370,1455,2024-02-27 17:19:29,Just Eat,Subscription,online,Strasbourg,FR,apple_pay,completed,52.92,EUR,,iOS,0,
